Series Name,Source File(s),Category
"B-READY: International Trade Pillar 3: Efficiency of Importing Goods, Exporting Goods, and Engaging in Digital Trade",WDI,Economical_Indicators
B-READY: International Trade: Overall Score,WDI,Economical_Indicators
B-READY: Labor Pillar 2: Adequacy of Public Services for Labor,WDI,Economical_Indicators
B-READY: Pillar 2: Public Services,WDI,Economical_Indicators
B-READY: Taxation Pillar 1: Quality of Regulations on Taxation,WDI,Economical_Indicators
B-READY: Taxation Pillar 2: Public Services Provided by the Tax Administration,WDI,Economical_Indicators
B-READY: Utility Services Pillar 1: Quality of Regulations on Utility Services,WDI,Economical_Indicators
B-READY: Utility Services Pillar 2: Quality of Governance and Transparency of Utility Services,WDI,Economical_Indicators
"Binding coverage, all products (%)",WDI,Economical_Indicators
"Binding coverage, manufactured products (%)",WDI,Economical_Indicators
"Binding coverage, primary products (%)",WDI,Economical_Indicators
Business process,SPI,Economical_Indicators
CPIA business regulatory environment rating (1=low to 6=high),WDI,Economical_Indicators
CPIA economic management cluster average (1=low to 6=high),WDI,Economical_Indicators
CPIA efficiency of revenue mobilization rating (1=low to 6=high),WDI,Economical_Indicators
CPIA macroeconomic management rating (1=low to 6=high),WDI,Economical_Indicators
CPIA trade rating (1=low to 6=high),WDI,Economical_Indicators
Capture fisheries production (metric tons),WDI,Economical_Indicators
Carbon intensity of GDP (kg CO2e per 2021 PPP $ of GDP),WDI,Economical_Indicators
Cereal production (metric tons),WDI,Economical_Indicators
Cereal yield (kg per hectare),WDI,Economical_Indicators
Chemicals (% of value added in manufacturing),WDI,Economical_Indicators
"Claims on central government, etc. (% GDP)",WDI,Economical_Indicators
Claims on other sectors of the domestic economy (% of GDP),WDI,Economical_Indicators
Claims on other sectors of the domestic economy (annual growth as % of broad money),WDI,Economical_Indicators
Classification of household consumption,SPI,Economical_Indicators
Classification of national industry,SPI,Economical_Indicators
Coal rents (% of GDP),WDI,Economical_Indicators
Commercial service exports (current US$),WDI,Economical_Indicators
Commercial service imports (current US$),WDI,Economical_Indicators
"Communications, computer, etc. (% of service exports, BoP)",WDI,Economical_Indicators
"Communications, computer, etc. (% of service imports, BoP)",WDI,Economical_Indicators
"Computer, communications and other services (% of commercial service exports)",WDI,Economical_Indicators
"Computer, communications and other services (% of commercial service imports)",WDI,Economical_Indicators
Consumption of iodized salt (% of households),WDI,Economical_Indicators
"Current education expenditure, primary (% of total expenditure in primary public institutions)",WDI,Economical_Indicators
"Current education expenditure, secondary (% of total expenditure in secondary public institutions)",WDI,Economical_Indicators
"Current education expenditure, tertiary (% of total expenditure in tertiary public institutions)",WDI,Economical_Indicators
"Current education expenditure, total (% of total expenditure in public institutions)",WDI,Economical_Indicators
Current health expenditure (% of GDP),WDI,Economical_Indicators
Current health expenditure per capita (current US$),WDI,Economical_Indicators
"Current health expenditure per capita, PPP (current international $)",WDI,Economical_Indicators
Customs and other import duties (% of tax revenue),WDI,Economical_Indicators
Customs and other import duties (current LCU),WDI,Economical_Indicators
"Debt service (PPG and IMF only, % of exports of goods, services and primary income)",WDI,Economical_Indicators
Dimension 1.5: Data use by international organizations,SPI,Economical_Indicators
Dimension 2.4: Data services,SPI,Economical_Indicators
Discrepancy in expenditure estimate of GDP (constant LCU),WDI,Economical_Indicators
Discrepancy in expenditure estimate of GDP (current LCU),WDI,Economical_Indicators
Domestic general government health expenditure (% of GDP),WDI,Economical_Indicators
"Domestic general government health expenditure per capita, PPP (current international $)",WDI,Economical_Indicators
Domestic private health expenditure (% of current health expenditure),WDI,Economical_Indicators
Domestic private health expenditure per capita (current US$),WDI,Economical_Indicators
"Domestic private health expenditure per capita, PPP (current international $)",WDI,Economical_Indicators
Electric power consumption (kWh per capita),WDI,Economical_Indicators
Electricity production from coal sources (% of total),WDI,Economical_Indicators
Electricity production from hydroelectric sources (% of total),WDI,Economical_Indicators
Electricity production from nuclear sources (% of total),WDI,Economical_Indicators
Electricity production from oil sources (% of total),WDI,Economical_Indicators
"Electricity production from oil, gas and coal sources (% of total)",WDI,Economical_Indicators
"Energy imports, net (% of energy use)",WDI,Economical_Indicators
Energy intensity level of primary energy (MJ/$2017 PPP GDP),WDI,Economical_Indicators
"Energy use (kg of oil equivalent) per $1,000 GDP (constant 2021 PPP)",WDI,Economical_Indicators
Exports as a capacity to import (constant LCU),WDI,Economical_Indicators
Exports of goods and services (% of GDP),WDI,Economical_Indicators
"Exports of goods and services (BoP, current US$)",WDI,Economical_Indicators
Exports of goods and services (annual % growth),WDI,Economical_Indicators
Exports of goods and services (constant 2015 US$),WDI,Economical_Indicators
Exports of goods and services (constant LCU),WDI,Economical_Indicators
Exports of goods and services (current LCU),WDI,Economical_Indicators
Exports of goods and services (current US$),WDI,Economical_Indicators
"Exports of goods, services and primary income (BoP, current US$)",WDI,Economical_Indicators
External balance on goods and services (% of GDP),WDI,Economical_Indicators
External balance on goods and services (constant LCU),WDI,Economical_Indicators
External balance on goods and services (current LCU),WDI,Economical_Indicators
External balance on goods and services (current US$),WDI,Economical_Indicators
External health expenditure (% of current health expenditure),WDI,Economical_Indicators
External health expenditure per capita (current US$),WDI,Economical_Indicators
"External health expenditure per capita, PPP (current international $)",WDI,Economical_Indicators
Fertilizer consumption (% of fertilizer production),WDI,Economical_Indicators
Fertilizer consumption (kilograms per hectare of arable land),WDI,Economical_Indicators
Final consumption expenditure (% of GDP),WDI,Economical_Indicators
Final consumption expenditure (annual % growth),WDI,Economical_Indicators
Final consumption expenditure (constant 2015 US$),WDI,Economical_Indicators
Final consumption expenditure (constant LCU),WDI,Economical_Indicators
Final consumption expenditure (current LCU),WDI,Economical_Indicators
Final consumption expenditure (current US$),WDI,Economical_Indicators
Firms expected to give gifts in meetings with tax officials (% of firms),WDI,Economical_Indicators
Firms that do not report all sales for tax purposes (% of firms),WDI,Economical_Indicators
Firms visited or required meetings with tax officials (% of firms),WDI,Economical_Indicators
Food exports (% of merchandise exports),WDI,Economical_Indicators
Food imports (% of merchandise imports),WDI,Economical_Indicators
"Food, beverages and tobacco (% of value added in manufacturing)",WDI,Economical_Indicators
Forest rents (% of GDP),WDI,Economical_Indicators
Fuel exports (% of merchandise exports),WDI,Economical_Indicators
Fuel imports (% of merchandise imports),WDI,Economical_Indicators
GDP (constant 2015 US$),WDI,Economical_Indicators
GDP (constant LCU),WDI,Economical_Indicators
GDP (current LCU),WDI,Economical_Indicators
GDP (current US$),WDI,Economical_Indicators
GDP deflator (base year varies by country),WDI,Economical_Indicators
GDP deflator: linked series (base year varies by country),WDI,Economical_Indicators
GDP growth (annual %),WDI,Economical_Indicators
GDP per capita (constant 2015 US$),WDI,Economical_Indicators
GDP per capita (constant LCU),WDI,Economical_Indicators
GDP per capita (current LCU),WDI,Economical_Indicators
GDP per capita (current US$),WDI,Economical_Indicators
GDP per capita growth (annual %),WDI,Economical_Indicators
"GDP per capita, PPP (constant 2021 international $)",WDI,Economical_Indicators
"GDP per capita, PPP (current international $)",WDI,Economical_Indicators
GDP per person employed (constant 2021 PPP $),WDI,Economical_Indicators
GDP per unit of energy use (PPP $ per kg of oil equivalent),WDI,Economical_Indicators
GDP per unit of energy use (constant 2021 PPP $ per kg of oil equivalent),WDI,Economical_Indicators
"GDP, PPP (constant 2021 international $)",WDI,Economical_Indicators
"GDP, PPP (current international $)",WDI,Economical_Indicators
GDP: linked series (current LCU),WDI,Economical_Indicators
GNI (constant 2015 US$),WDI,Economical_Indicators
GNI (constant LCU),WDI,Economical_Indicators
GNI (current LCU),WDI,Economical_Indicators
GNI (current US$),WDI,Economical_Indicators
GNI growth (annual %),WDI,Economical_Indicators
GNI per capita (constant 2015 US$),WDI,Economical_Indicators
GNI per capita (constant LCU),WDI,Economical_Indicators
GNI per capita (current LCU),WDI,Economical_Indicators
GNI per capita growth (annual %),WDI,Economical_Indicators
"GNI per capita, Atlas method (current US$)",WDI,Economical_Indicators
"GNI per capita, PPP (constant 2021 international $)",WDI,Economical_Indicators
"GNI per capita, PPP (current international $)",WDI,Economical_Indicators
"GNI, Atlas method (current US$)",WDI,Economical_Indicators
"GNI, PPP (constant 2021 international $)",WDI,Economical_Indicators
"GNI, PPP (current international $)",WDI,Economical_Indicators
GNI: linked series (current LCU),WDI,Economical_Indicators
GOAL 12: Responsible Consumption and Production (5 year moving average),SPI,Economical_Indicators
GOAL 8: Decent Work and Economic Growth (5 year moving average),SPI,Economical_Indicators
"GOAL 9: Industry, Innovation and Infrastructure (5 year moving average)",SPI,Economical_Indicators
General government final consumption expenditure (% of GDP),WDI,Economical_Indicators
General government final consumption expenditure (annual % growth),WDI,Economical_Indicators
General government final consumption expenditure (constant 2015 US$),WDI,Economical_Indicators
General government final consumption expenditure (constant LCU),WDI,Economical_Indicators
General government final consumption expenditure (current LCU),WDI,Economical_Indicators
General government final consumption expenditure (current US$),WDI,Economical_Indicators
"Goods exports (BoP, current US$)",WDI,Economical_Indicators
"Goods imports (BoP, current US$)",WDI,Economical_Indicators
"Government expenditure on education, total (% of GDP)",WDI,Economical_Indicators
"Government expenditure per student, primary (% of GDP per capita)",WDI,Economical_Indicators
"Government expenditure per student, secondary (% of GDP per capita)",WDI,Economical_Indicators
"Government expenditure per student, tertiary (% of GDP per capita)",WDI,Economical_Indicators
Grants and other revenue (% of revenue),WDI,Economical_Indicators
Grants and other revenue (current LCU),WDI,Economical_Indicators
"Gross PSD, Budgetary Central Gov., All maturities, All instruments, Domestic creditors, Nominal Value, National Currency",QPSD,Economical_Indicators
"Gross PSD, Budgetary Central Gov., All maturities, All instruments, Domestic currency, Nominal Value, % of GDP",QPSD,Economical_Indicators
"Gross PSD, Budgetary Central Gov., All maturities, All instruments, Domestic currency, Nominal Value, National Currency",QPSD,Economical_Indicators
"Gross PSD, Budgetary Central Gov., All maturities, All instruments, Domestic currency, Nominal Value, US$",QPSD,Economical_Indicators
"Gross PSD, Budgetary Central Gov., All maturities, All instruments, External creditors, Nominal Value, % of GDP",QPSD,Economical_Indicators
"Gross PSD, Budgetary Central Gov., All maturities, All instruments, External creditors, Nominal Value, National Currency",QPSD,Economical_Indicators
"Gross PSD, Budgetary Central Gov., All maturities, All instruments, Foreign currency, Nominal Value, % of GDP",QPSD,Economical_Indicators
"Gross PSD, Budgetary Central Gov., All maturities, All instruments, Foreign currency, Nominal Value, National Currency",QPSD,Economical_Indicators
"Gross PSD, Budgetary Central Gov., All maturities, All instruments, Foreign currency, Nominal Value, US$",QPSD,Economical_Indicators
"Gross PSD, Budgetary Central Gov., All maturities, All instruments, Nominal Value, % of GDP",QPSD,Economical_Indicators
"Gross PSD, Budgetary Central Gov., All maturities, All instruments, Nominal Value, National Currency",QPSD,Economical_Indicators
"Gross PSD, Budgetary Central Gov., All maturities, All instruments, Nominal Value, US$",QPSD,Economical_Indicators
"Gross PSD, Budgetary Central Gov., All maturities, Currency and deposits, Nominal Value, % of GDP",QPSD,Economical_Indicators
"Gross PSD, Budgetary Central Gov., All maturities, Currency and deposits, Nominal Value, National Currency",QPSD,Economical_Indicators
"Gross PSD, Budgetary Central Gov., All maturities, Currency and deposits, Nominal Value, US$",QPSD,Economical_Indicators
"Gross PSD, Budgetary Central Gov., All maturities, Debt Securities, Market value, National Currency",QPSD,Economical_Indicators
"Gross PSD, Budgetary Central Gov., All maturities, Debt securities, Nominal Value, % of GDP",QPSD,Economical_Indicators
"Gross PSD, Budgetary Central Gov., All maturities, Debt securities, Nominal Value, National Currency",QPSD,Economical_Indicators
"Gross PSD, Budgetary Central Gov., All maturities, Insurance, pensions, and standardized guarantee schemes, Nominal Value, % of GDP",QPSD,Economical_Indicators
"Gross PSD, Budgetary Central Gov., All maturities, Insurance, pensions, and standardized guarantee schemes, Nominal Value, National Currency",QPSD,Economical_Indicators
"Gross PSD, Budgetary Central Gov., All maturities, Loans, Nominal Value, % of GDP",QPSD,Economical_Indicators
"Gross PSD, Budgetary Central Gov., All maturities, Loans, Nominal Value, National Currency",QPSD,Economical_Indicators
"Gross PSD, Budgetary Central Gov., All maturities, Other accounts payable, Nominal Value, % of GDP",QPSD,Economical_Indicators
"Gross PSD, Budgetary Central Gov., All maturities, Other accounts payable, Nominal Value, National Currency",QPSD,Economical_Indicators
"Gross PSD, Budgetary Central Gov., All maturities, Special Drawing Rights, Nominal Value, % of GDP",QPSD,Economical_Indicators
"Gross PSD, Budgetary Central Gov., All maturities, Special Drawing Rights, Nominal Value, National Currency",QPSD,Economical_Indicators
"Gross PSD, Budgetary Central Gov., All maturities, Special Drawing Rights, Nominal Value, US$",QPSD,Economical_Indicators
"Gross PSD, Budgetary Central Gov., Long-term, All instruments, Nominal Value, % of GDP",QPSD,Economical_Indicators
"Gross PSD, Budgetary Central Gov., Long-term, All instruments, Nominal Value, National Currency",QPSD,Economical_Indicators
"Gross PSD, Budgetary Central Gov., Long-term, All instruments, Nominal Value, US$",QPSD,Economical_Indicators
"Gross PSD, Budgetary Central Gov., Long-term, With payment due in more than one year, All instruments, Nominal Value, % of GDP",QPSD,Economical_Indicators
"Gross PSD, Budgetary Central Gov., Long-term, With payment due in more than one year, All instruments, Nominal Value, National Currency",QPSD,Economical_Indicators
"Gross PSD, Budgetary Central Gov., Long-term, With payment due in more than one year, All instruments, Nominal Value, US$",QPSD,Economical_Indicators
"Gross PSD, Budgetary Central Gov., Long-term, With payment due in more than one year, Currency and deposits, Nominal Value, % of GDP",QPSD,Economical_Indicators
"Gross PSD, Budgetary Central Gov., Long-term, With payment due in more than one year, Currency and deposits, Nominal Value, National Currency",QPSD,Economical_Indicators
"Gross PSD, Budgetary Central Gov., Long-term, With payment due in more than one year, Currency and deposits, Nominal Value, US$",QPSD,Economical_Indicators
"Gross PSD, Budgetary Central Gov., Long-term, With payment due in more than one year, Debt securities, Nominal Value, % of GDP",QPSD,Economical_Indicators
"Gross PSD, Budgetary Central Gov., Long-term, With payment due in more than one year, Debt securities, Nominal Value, National Currency",QPSD,Economical_Indicators
"Gross PSD, Budgetary Central Gov., Long-term, With payment due in more than one year, Insurance, pensions, and standardized guarantee schemes, Nominal Value, % of GDP",QPSD,Economical_Indicators
"Gross PSD, Budgetary Central Gov., Long-term, With payment due in more than one year, Insurance, pensions, and standardized guarantee schemes, Nominal Value, National Currency",QPSD,Economical_Indicators
"Gross PSD, Budgetary Central Gov., Long-term, With payment due in more than one year, Loans, Nominal Value, % of GDP",QPSD,Economical_Indicators
"Gross PSD, Budgetary Central Gov., Long-term, With payment due in more than one year, Loans, Nominal Value, National Currency",QPSD,Economical_Indicators
"Gross PSD, Budgetary Central Gov., Long-term, With payment due in more than one year, Other accounts payable, Nominal Value, % of GDP",QPSD,Economical_Indicators
"Gross PSD, Budgetary Central Gov., Long-term, With payment due in more than one year, Other accounts payable, Nominal Value, National Currency",QPSD,Economical_Indicators
"Gross PSD, Budgetary Central Gov., Long-term, With payment due in more than one year, Special Drawing Rights, Nominal Value, % of GDP",QPSD,Economical_Indicators
"Gross PSD, Budgetary Central Gov., Long-term, With payment due in more than one year, Special Drawing Rights, Nominal Value, National Currency",QPSD,Economical_Indicators
"Gross PSD, Budgetary Central Gov., Long-term, With payment due in more than one year, Special Drawing Rights, Nominal Value, US$",QPSD,Economical_Indicators
"Gross PSD, Budgetary Central Gov., Long-term, With payment due in one year or less, All instruments, Nominal Value, % of GDP",QPSD,Economical_Indicators
"Gross PSD, Budgetary Central Gov., Long-term, With payment due in one year or less, All instruments, Nominal Value, National Currency",QPSD,Economical_Indicators
"Gross PSD, Budgetary Central Gov., Long-term, With payment due in one year or less, All instruments, Nominal Value, US$",QPSD,Economical_Indicators
"Gross PSD, Budgetary Central Gov., Long-term, With payment due in one year or less, Currency and deposits, Nominal Value, % of GDP",QPSD,Economical_Indicators
"Gross PSD, Budgetary Central Gov., Long-term, With payment due in one year or less, Currency and deposits, Nominal Value, National Currency",QPSD,Economical_Indicators
"Gross PSD, Budgetary Central Gov., Long-term, With payment due in one year or less, Currency and deposits, Nominal Value, US$",QPSD,Economical_Indicators
"Gross PSD, Budgetary Central Gov., Long-term, With payment due in one year or less, Debt securities, Nominal Value, % of GDP",QPSD,Economical_Indicators
"Gross PSD, Budgetary Central Gov., Long-term, With payment due in one year or less, Debt securities, Nominal Value, National Currency",QPSD,Economical_Indicators
"Gross PSD, Budgetary Central Gov., Long-term, With payment due in one year or less, Insurance, pensions, and standardized guarantee schemes, Nominal Value, % of GDP",QPSD,Economical_Indicators
"Gross PSD, Budgetary Central Gov., Long-term, With payment due in one year or less, Insurance, pensions, and standardized guarantee schemes, Nominal Value, National Currency",QPSD,Economical_Indicators
"Gross PSD, Budgetary Central Gov., Long-term, With payment due in one year or less, Loans, Nominal Value, % of GDP",QPSD,Economical_Indicators
"Gross PSD, Budgetary Central Gov., Long-term, With payment due in one year or less, Loans, Nominal Value, National Currency",QPSD,Economical_Indicators
"Gross PSD, Budgetary Central Gov., Long-term, With payment due in one year or less, Other accounts payable, Nominal Value, % of GDP",QPSD,Economical_Indicators
"Gross PSD, Budgetary Central Gov., Long-term, With payment due in one year or less, Other accounts payable, Nominal Value, National Currency",QPSD,Economical_Indicators
"Gross PSD, Budgetary Central Gov., Short-term, All instruments, Nominal Value, % of GDP",QPSD,Economical_Indicators
"Gross PSD, Budgetary Central Gov., Short-term, All instruments, Nominal Value, National Currency",QPSD,Economical_Indicators
"Gross PSD, Budgetary Central Gov., Short-term, All instruments, Nominal Value, US$",QPSD,Economical_Indicators
"Gross PSD, Budgetary Central Gov., Short-term, Currency and deposits, Nominal Value, % of GDP",QPSD,Economical_Indicators
"Gross PSD, Budgetary Central Gov., Short-term, Currency and deposits, Nominal Value, National Currency",QPSD,Economical_Indicators
"Gross PSD, Budgetary Central Gov., Short-term, Currency and deposits, Nominal Value, US$",QPSD,Economical_Indicators
"Gross PSD, Budgetary Central Gov., Short-term, Debt securities, Nominal Value, % of GDP",QPSD,Economical_Indicators
"Gross PSD, Budgetary Central Gov., Short-term, Debt securities, Nominal Value, National Currency",QPSD,Economical_Indicators
"Gross PSD, Budgetary Central Gov., Short-term, Insurance, pensions, and standardized guarantee schemes, Nominal Value, % of GDP",QPSD,Economical_Indicators
"Gross PSD, Budgetary Central Gov., Short-term, Insurance, pensions, and standardized guarantee schemes, Nominal Value, National Currency",QPSD,Economical_Indicators
"Gross PSD, Budgetary Central Gov., Short-term, Loans, Nominal Value, % of GDP",QPSD,Economical_Indicators
"Gross PSD, Budgetary Central Gov., Short-term, Loans, Nominal Value, National Currency",QPSD,Economical_Indicators
"Gross PSD, Budgetary Central Gov., Short-term, Other accounts payable, Nominal Value, % of GDP",QPSD,Economical_Indicators
"Gross PSD, Budgetary Central Gov., Short-term, Other accounts payable, Nominal Value, National Currency",QPSD,Economical_Indicators
"Gross PSD, Central Gov., All maturities, All instruments, Domestic creditors, Nominal Value, National Currency",QPSD,Economical_Indicators
"Gross PSD, Central Gov., All maturities, All instruments, Domestic currency, Nominal Value, % of GDP",QPSD,Economical_Indicators
"Gross PSD, Central Gov., All maturities, All instruments, Domestic currency, Nominal Value, National Currency",QPSD,Economical_Indicators
"Gross PSD, Central Gov., All maturities, All instruments, Domestic currency, Nominal Value, US$",QPSD,Economical_Indicators
"Gross PSD, Central Gov., All maturities, All instruments, External creditors, Nominal Value, % of GDP",QPSD,Economical_Indicators
"Gross PSD, Central Gov., All maturities, All instruments, External creditors, Nominal Value, National Currency",QPSD,Economical_Indicators
"Gross PSD, Central Gov., All maturities, All instruments, Foreign currency, Nominal Value, % of GDP",QPSD,Economical_Indicators
"Gross PSD, Central Gov., All maturities, All instruments, Foreign currency, Nominal Value, National Currency",QPSD,Economical_Indicators
"Gross PSD, Central Gov., All maturities, All instruments, Foreign currency, Nominal Value, US$",QPSD,Economical_Indicators
"Gross PSD, Central Gov., All maturities, All instruments, Nominal Value, % of GDP",QPSD,Economical_Indicators
"Gross PSD, Central Gov., All maturities, All instruments, Nominal Value, National Currency",QPSD,Economical_Indicators
"Gross PSD, Central Gov., All maturities, All instruments, Nominal Value, US$",QPSD,Economical_Indicators
"Gross PSD, Central Gov., All maturities, Currency and deposits, Nominal Value, % of GDP",QPSD,Economical_Indicators
"Gross PSD, Central Gov., All maturities, Currency and deposits, Nominal Value, National Currency",QPSD,Economical_Indicators
"Gross PSD, Central Gov., All maturities, Currency and deposits, Nominal Value, US$",QPSD,Economical_Indicators
"Gross PSD, Central Gov., All maturities, Debt Securities, Market value, National Currency",QPSD,Economical_Indicators
"Gross PSD, Central Gov., All maturities, Debt securities, Nominal Value, % of GDP",QPSD,Economical_Indicators
"Gross PSD, Central Gov., All maturities, Debt securities, Nominal Value, National Currency",QPSD,Economical_Indicators
"Gross PSD, Central Gov., All maturities, Debt securities, Nominal Value, US$",QPSD,Economical_Indicators
"Gross PSD, Central Gov., All maturities, Insurance, pensions, and standardized guarantee schemes, Nominal Value, % of GDP",QPSD,Economical_Indicators
"Gross PSD, Central Gov., All maturities, Insurance, pensions, and standardized guarantee schemes, Nominal Value, National Currency",QPSD,Economical_Indicators
"Gross PSD, Central Gov., All maturities, Loans, Nominal Value, % of GDP",QPSD,Economical_Indicators
"Gross PSD, Central Gov., All maturities, Loans, Nominal Value, National Currency",QPSD,Economical_Indicators
"Gross PSD, Central Gov., All maturities, Other accounts payable, Nominal Value, % of GDP",QPSD,Economical_Indicators
"Gross PSD, Central Gov., All maturities, Other accounts payable, Nominal Value, National Currency",QPSD,Economical_Indicators
"Gross PSD, Central Gov., All maturities, Special Drawing Rights, Nominal Value, % of GDP",QPSD,Economical_Indicators
"Gross PSD, Central Gov., All maturities, Special Drawing Rights, Nominal Value, National Currency",QPSD,Economical_Indicators
"Gross PSD, Central Gov., All maturities, Special Drawing Rights, Nominal Value, US$",QPSD,Economical_Indicators
"Gross PSD, Central Gov., Long-term, All instruments, Nominal Value, % of GDP",QPSD,Economical_Indicators
"Gross PSD, Central Gov., Long-term, All instruments, Nominal Value, National Currency",QPSD,Economical_Indicators
"Gross PSD, Central Gov., Long-term, All instruments, Nominal Value, US$",QPSD,Economical_Indicators
"Gross PSD, Central Gov., Long-term, With payment due in more than one year, All instruments, Nominal Value, % of GDP",QPSD,Economical_Indicators
"Gross PSD, Central Gov., Long-term, With payment due in more than one year, All instruments, Nominal Value, National Currency",QPSD,Economical_Indicators
"Gross PSD, Central Gov., Long-term, With payment due in more than one year, All instruments, Nominal Value, US$",QPSD,Economical_Indicators
"Gross PSD, Central Gov., Long-term, With payment due in more than one year, Currency and deposits, Nominal Value, % of GDP",QPSD,Economical_Indicators
"Gross PSD, Central Gov., Long-term, With payment due in more than one year, Currency and deposits, Nominal Value, National Currency",QPSD,Economical_Indicators
"Gross PSD, Central Gov., Long-term, With payment due in more than one year, Currency and deposits, Nominal Value, US$",QPSD,Economical_Indicators
"Gross PSD, Central Gov., Long-term, With payment due in more than one year, Debt securities, Nominal Value, % of GDP",QPSD,Economical_Indicators
"Gross PSD, Central Gov., Long-term, With payment due in more than one year, Debt securities, Nominal Value, National Currency",QPSD,Economical_Indicators
"Gross PSD, Central Gov., Long-term, With payment due in more than one year, Debt securities, Nominal Value, US$",QPSD,Economical_Indicators
"Gross PSD, Central Gov., Long-term, With payment due in more than one year, Insurance, pensions, and standardized guarantee schemes, Nominal Value, % of GDP",QPSD,Economical_Indicators
"Gross PSD, Central Gov., Long-term, With payment due in more than one year, Insurance, pensions, and standardized guarantee schemes, Nominal Value, National Currency",QPSD,Economical_Indicators
"Gross PSD, Central Gov., Long-term, With payment due in more than one year, Loans, Nominal Value, % of GDP",QPSD,Economical_Indicators
"Gross PSD, Central Gov., Long-term, With payment due in more than one year, Loans, Nominal Value, National Currency",QPSD,Economical_Indicators
"Gross PSD, Central Gov., Long-term, With payment due in more than one year, Other accounts payable, Nominal Value, % of GDP",QPSD,Economical_Indicators
"Gross PSD, Central Gov., Long-term, With payment due in more than one year, Other accounts payable, Nominal Value, National Currency",QPSD,Economical_Indicators
"Gross PSD, Central Gov., Long-term, With payment due in more than one year, Special Drawing Rights, Nominal Value, % of GDP",QPSD,Economical_Indicators
"Gross PSD, Central Gov., Long-term, With payment due in more than one year, Special Drawing Rights, Nominal Value, National Currency",QPSD,Economical_Indicators
"Gross PSD, Central Gov., Long-term, With payment due in more than one year, Special Drawing Rights, Nominal Value, US$",QPSD,Economical_Indicators
"Gross PSD, Central Gov., Long-term, With payment due in one year or less, All instruments, Nominal Value, % of GDP",QPSD,Economical_Indicators
"Gross PSD, Central Gov., Long-term, With payment due in one year or less, All instruments, Nominal Value, National Currency",QPSD,Economical_Indicators
