Series Name,Source File(s),Category
"Gross PSD, Financial Public Corp., Short-term, Loans, Nominal Value, US$",QPSD,Financial_Indicators
"Gross PSD, Financial Public Corp., Short-term, Other accounts payable, Nominal Value, % of GDP",QPSD,Financial_Indicators
"Gross PSD, Financial Public Corp., Short-term, Other accounts payable, Nominal Value, US$",QPSD,Financial_Indicators
"Gross PSD, General Gov., All maturities, All instruments, Domestic creditors, Nominal Value, % of GDP",QPSD,Financial_Indicators
"Gross PSD, General Gov., All maturities, All instruments, Domestic creditors, Nominal Value, US$",QPSD,Financial_Indicators
"Gross PSD, General Gov., All maturities, All instruments, External creditors, Nominal Value, US$",QPSD,Financial_Indicators
"Gross PSD, General Gov., All maturities, Debt Securities, Market value, % of GDP",QPSD,Financial_Indicators
"Gross PSD, General Gov., All maturities, Debt Securities, Market value, US$",QPSD,Financial_Indicators
"Gross PSD, General Gov., All maturities, Insurance, pensions, and standardized guarantee schemes, Nominal Value, US$",QPSD,Financial_Indicators
"Gross PSD, General Gov., All maturities, Loans, Nominal Value, US$",QPSD,Financial_Indicators
"Gross PSD, General Gov., All maturities, Other accounts payable, Nominal Value, US$",QPSD,Financial_Indicators
"Gross PSD, General Gov., Long-term, With payment due in more than one year, Insurance, pensions, and standardized guarantee schemes, Nominal Value, US$",QPSD,Financial_Indicators
"Gross PSD, General Gov., Long-term, With payment due in more than one year, Loans, Nominal Value, US$",QPSD,Financial_Indicators
"Gross PSD, General Gov., Long-term, With payment due in more than one year, Other accounts payable, Nominal Value, US$",QPSD,Financial_Indicators
"Gross PSD, General Gov., Long-term, With payment due in one year or less, Insurance, pensions, and standardized guarantee schemes, Nominal Value, US$",QPSD,Financial_Indicators
"Gross PSD, General Gov., Long-term, With payment due in one year or less, Loans, Nominal Value, US$",QPSD,Financial_Indicators
"Gross PSD, General Gov., Long-term, With payment due in one year or less, Other accounts payable, Nominal Value, US$",QPSD,Financial_Indicators
"Gross PSD, General Gov., Short-term, Insurance, pensions, and standardized guarantee schemes, Nominal Value, US$",QPSD,Financial_Indicators
"Gross PSD, General Gov., Short-term, Loans, Nominal Value, US$",QPSD,Financial_Indicators
"Gross PSD, General Gov., Short-term, Other accounts payable, Nominal Value, US$",QPSD,Financial_Indicators
"Gross PSD, General Gov.-D1, All maturities, Debt securities + loans, Nominal Value, US$",QPSD,Financial_Indicators
"Gross PSD, General Gov.-D2A, All maturities, D1+ currency and deposits, Maastricht debt, US$",QPSD,Financial_Indicators
"Gross PSD, General Gov.-D3, All maturities, D2+other accounts payable, Nominal Value, US$",QPSD,Financial_Indicators
"Gross PSD, General Gov.-D4, All maturities, D3+insurance, pensions, and standardized guarantees, Nominal Value, US$",QPSD,Financial_Indicators
"Gross PSD, Nonfinancial Public Corp., All maturities, All instruments, Domestic creditors, Nominal Value, % of GDP",QPSD,Financial_Indicators
"Gross PSD, Nonfinancial Public Corp., All maturities, All instruments, Domestic creditors, Nominal Value, National Currency",QPSD,Financial_Indicators
"Gross PSD, Nonfinancial Public Corp., All maturities, All instruments, Domestic creditors, Nominal Value, US$",QPSD,Financial_Indicators
"Gross PSD, Nonfinancial Public Corp., All maturities, All instruments, External creditors, Nominal Value, % of GDP",QPSD,Financial_Indicators
"Gross PSD, Nonfinancial Public Corp., All maturities, All instruments, External creditors, Nominal Value, US$",QPSD,Financial_Indicators
"Gross PSD, Nonfinancial Public Corp., All maturities, All instruments, Nominal Value, US$",QPSD,Financial_Indicators
"Gross PSD, Nonfinancial Public Corp., All maturities, Currency and deposits, Nominal Value, US$",QPSD,Financial_Indicators
"Gross PSD, Nonfinancial Public Corp., All maturities, Debt Securities, Market value, % of GDP",QPSD,Financial_Indicators
"Gross PSD, Nonfinancial Public Corp., All maturities, Debt Securities, Market value, National Currency",QPSD,Financial_Indicators
"Gross PSD, Nonfinancial Public Corp., All maturities, Debt Securities, Market value, US$",QPSD,Financial_Indicators
"Gross PSD, Nonfinancial Public Corp., All maturities, Insurance, pensions, and standardized guarantee schemes, Nominal Value, % of GDP",QPSD,Financial_Indicators
"Gross PSD, Nonfinancial Public Corp., All maturities, Insurance, pensions, and standardized guarantee schemes, Nominal Value, US$",QPSD,Financial_Indicators
"Gross PSD, Nonfinancial Public Corp., All maturities, Loans, Nominal Value, % of GDP",QPSD,Financial_Indicators
"Gross PSD, Nonfinancial Public Corp., All maturities, Loans, Nominal Value, US$",QPSD,Financial_Indicators
"Gross PSD, Nonfinancial Public Corp., All maturities, Other accounts payable, Nominal Value, % of GDP",QPSD,Financial_Indicators
"Gross PSD, Nonfinancial Public Corp., All maturities, Other accounts payable, Nominal Value, US$",QPSD,Financial_Indicators
"Gross PSD, Nonfinancial Public Corp., All maturities, Special Drawing Rights, Nominal Value, US$",QPSD,Financial_Indicators
"Gross PSD, Nonfinancial Public Corp., Long-term, All instruments, Nominal Value, US$",QPSD,Financial_Indicators
"Gross PSD, Nonfinancial Public Corp., Long-term, With payment due in more than one year, All instruments, Nominal Value, US$",QPSD,Financial_Indicators
"Gross PSD, Nonfinancial Public Corp., Long-term, With payment due in more than one year, Currency and deposits, Nominal Value, US$",QPSD,Financial_Indicators
"Gross PSD, Nonfinancial Public Corp., Long-term, With payment due in more than one year, Insurance, pensions, and standardized guarantee schemes, Nominal Value, % of GDP",QPSD,Financial_Indicators
"Gross PSD, Nonfinancial Public Corp., Long-term, With payment due in more than one year, Insurance, pensions, and standardized guarantee schemes, Nominal Value, US$",QPSD,Financial_Indicators
"Gross PSD, Nonfinancial Public Corp., Long-term, With payment due in more than one year, Loans, Nominal Value, % of GDP",QPSD,Financial_Indicators
"Gross PSD, Nonfinancial Public Corp., Long-term, With payment due in more than one year, Loans, Nominal Value, US$",QPSD,Financial_Indicators
"Gross PSD, Nonfinancial Public Corp., Long-term, With payment due in more than one year, Other accounts payable, Nominal Value, % of GDP",QPSD,Financial_Indicators
"Gross PSD, Nonfinancial Public Corp., Long-term, With payment due in more than one year, Other accounts payable, Nominal Value, US$",QPSD,Financial_Indicators
"Gross PSD, Nonfinancial Public Corp., Long-term, With payment due in more than one year, Special Drawing Rights, Nominal Value, US$",QPSD,Financial_Indicators
"Gross PSD, Nonfinancial Public Corp., Long-term, With payment due in one year or less, All instruments, Nominal Value, US$",QPSD,Financial_Indicators
"Gross PSD, Nonfinancial Public Corp., Long-term, With payment due in one year or less, Currency and deposits, Nominal Value, US$",QPSD,Financial_Indicators
"Gross PSD, Nonfinancial Public Corp., Long-term, With payment due in one year or less, Insurance, pensions, and standardized guarantee schemes, Nominal Value, % of GDP",QPSD,Financial_Indicators
"Gross PSD, Nonfinancial Public Corp., Long-term, With payment due in one year or less, Insurance, pensions, and standardized guarantee schemes, Nominal Value, US$",QPSD,Financial_Indicators
"Gross PSD, Nonfinancial Public Corp., Long-term, With payment due in one year or less, Loans, Nominal Value, % of GDP",QPSD,Financial_Indicators
"Gross PSD, Nonfinancial Public Corp., Long-term, With payment due in one year or less, Loans, Nominal Value, US$",QPSD,Financial_Indicators
"Gross PSD, Nonfinancial Public Corp., Long-term, With payment due in one year or less, Other accounts payable, Nominal Value, % of GDP",QPSD,Financial_Indicators
"Gross PSD, Nonfinancial Public Corp., Long-term, With payment due in one year or less, Other accounts payable, Nominal Value, US$",QPSD,Financial_Indicators
"Gross PSD, Nonfinancial Public Corp., Short-term, All instruments, Nominal Value, US$",QPSD,Financial_Indicators
"Gross PSD, Nonfinancial Public Corp., Short-term, Currency and deposits, Nominal Value, US$",QPSD,Financial_Indicators
"Gross PSD, Nonfinancial Public Corp., Short-term, Insurance, pensions, and standardized guarantee schemes, Nominal Value, % of GDP",QPSD,Financial_Indicators
"Gross PSD, Nonfinancial Public Corp., Short-term, Insurance, pensions, and standardized guarantee schemes, Nominal Value, US$",QPSD,Financial_Indicators
"Gross PSD, Nonfinancial Public Corp., Short-term, Loans, Nominal Value, % of GDP",QPSD,Financial_Indicators
"Gross PSD, Nonfinancial Public Corp., Short-term, Loans, Nominal Value, US$",QPSD,Financial_Indicators
"Gross PSD, Nonfinancial Public Corp., Short-term, Other accounts payable, Nominal Value, % of GDP",QPSD,Financial_Indicators
"Gross PSD, Nonfinancial Public Corp., Short-term, Other accounts payable, Nominal Value, US$",QPSD,Financial_Indicators
"Gross PSD, Total, All maturities, All instruments, Domestic creditors, Nominal Value, US$",QPSD,Financial_Indicators
"Gross PSD, Total, All maturities, All instruments, External creditors, Nominal Value, US$",QPSD,Financial_Indicators
"Gross PSD, Total, All maturities, Debt Securities, Market value, US$",QPSD,Financial_Indicators
"Gross PSD, Total, All maturities, Insurance, pensions, and standardized guarantee schemes, Nominal Value, US$",QPSD,Financial_Indicators
"Gross PSD, Total, All maturities, Loans, Nominal Value, US$",QPSD,Financial_Indicators
"Gross PSD, Total, All maturities, Other accounts payable, Nominal Value, US$",QPSD,Financial_Indicators
"Gross PSD, Total, Long-term, With payment due in more than one year, Insurance, pensions, and standardized guarantee schemes, Nominal Value, US$",QPSD,Financial_Indicators
"Gross PSD, Total, Long-term, With payment due in more than one year, Loans, Nominal Value, US$",QPSD,Financial_Indicators
"Gross PSD, Total, Long-term, With payment due in more than one year, Other accounts payable, Nominal Value, US$",QPSD,Financial_Indicators
"Gross PSD, Total, Long-term, With payment due in one year or less, Insurance, pensions, and standardized guarantee schemes, Nominal Value, US$",QPSD,Financial_Indicators
"Gross PSD, Total, Long-term, With payment due in one year or less, Loans, Nominal Value, US$",QPSD,Financial_Indicators
"Gross PSD, Total, Long-term, With payment due in one year or less, Other accounts payable, Nominal Value, US$",QPSD,Financial_Indicators
"Gross PSD, Total, Short-term, Insurance, pensions, and standardized guarantee schemes, Nominal Value, US$",QPSD,Financial_Indicators
"Gross PSD, Total, Short-term, Loans, Nominal Value, US$",QPSD,Financial_Indicators
"Gross PSD, Total, Short-term, Other accounts payable, Nominal Value, US$",QPSD,Financial_Indicators
Gross capital formation (% of GDP),WDI,Financial_Indicators
Gross capital formation (annual % growth),WDI,Financial_Indicators
Gross capital formation (constant 2015 US$),WDI,Financial_Indicators
Gross capital formation (constant LCU),WDI,Financial_Indicators
Gross capital formation (current LCU),WDI,Financial_Indicators
Gross capital formation (current US$),WDI,Financial_Indicators
Gross domestic savings (current LCU),WDI,Financial_Indicators
Gross domestic savings (current US$),WDI,Financial_Indicators
Gross fixed capital formation (% of GDP),WDI,Financial_Indicators
Gross fixed capital formation (annual % growth),WDI,Financial_Indicators
Gross fixed capital formation (constant 2015 US$),WDI,Financial_Indicators
Gross fixed capital formation (constant LCU),WDI,Financial_Indicators
Gross fixed capital formation (current LCU),WDI,Financial_Indicators
Gross fixed capital formation (current US$),WDI,Financial_Indicators
"Gross fixed capital formation, private sector (% of GDP)",WDI,Financial_Indicators
"Gross fixed capital formation, private sector (current LCU)",WDI,Financial_Indicators
Gross savings (current LCU),WDI,Financial_Indicators
Gross savings (current US$),WDI,Financial_Indicators
Human capital index (HCI) (scale 0-1),WDI,Financial_Indicators
"Human capital index (HCI), lower bound (scale 0-1)",WDI,Financial_Indicators
"Human capital index (HCI), upper bound (scale 0-1)",WDI,Financial_Indicators
"IBRD loans and IDA credits (DOD, current US$)",WDI,Financial_Indicators
Insurance and financial services (% of commercial service exports),WDI,Financial_Indicators
Insurance and financial services (% of commercial service imports),WDI,Financial_Indicators
"Insurance and financial services (% of service exports, BoP)",WDI,Financial_Indicators
"Insurance and financial services (% of service imports, BoP)",WDI,Financial_Indicators
Interest payments (% of expense),WDI,Financial_Indicators
Interest payments (% of revenue),WDI,Financial_Indicators
Interest payments (current LCU),WDI,Financial_Indicators
"Interest rate spread (lending rate minus deposit rate, %)",WDI,Financial_Indicators
Investment in ICT with private participation (current US$),WDI,Financial_Indicators
Investment in energy with private participation (current US$),WDI,Financial_Indicators
Investment in transport with private participation (current US$),WDI,Financial_Indicators
Lending interest rate (%),WDI,Financial_Indicators
Lifetime risk of maternal death (1 in: rate varies by country),WDI,Financial_Indicators
Livestock production index (2014-2016 = 100),WDI,Financial_Indicators
"Lower secondary completion rate, male (% of relevant age group)",WDI,Financial_Indicators
"Lower secondary completion rate, total (% of relevant age group)",WDI,Financial_Indicators
Market capitalization of listed domestic companies (% of GDP),WDI,Financial_Indicators
Market capitalization of listed domestic companies (current US$),WDI,Financial_Indicators
Monetary Sector credit to private sector (% GDP),WDI,Financial_Indicators
National Accounts base year,SPI,Financial_Indicators
Net ODA received (% of central government expense),WDI,Financial_Indicators
Net ODA received (% of gross capital formation),WDI,Financial_Indicators
Net acquisition of financial assets (% of GDP),WDI,Financial_Indicators
Net acquisition of financial assets (current LCU),WDI,Financial_Indicators
"Net capital account (BoP, current US$)",WDI,Financial_Indicators
Net domestic credit (current LCU),WDI,Financial_Indicators
"Net financial account (BoP, current US$)",WDI,Financial_Indicators
"Net financial flows, IBRD (NFL, current US$)",WDI,Financial_Indicators
"Net financial flows, IDA (NFL, current US$)",WDI,Financial_Indicators
"Net financial flows, RDB concessional (NFL, current US$)",WDI,Financial_Indicators
"Net financial flows, RDB nonconcessional (NFL, current US$)",WDI,Financial_Indicators
